,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
369,Works,2023/BZP 00001740,True,Adaptacja pomieszczeń dla potrzeb utworzenia weterynaryjnej pracowni rezonansu magnetycznego.,45000000-7 (Roboty budowlane),"{'6.2.)': 1328400.0, '6.3.)': 2207850.0, '6.4.)': 1328400.0, '8.2.)': 1328400.0}",1
370,Works,2023/BZP 00001741,True,"Wykonanie instalacji fotowoltaicznej na konstrukcjach wsporczych, o mocy nie większej niż 50,0 kW, w wersji zaprojektuj i wybuduj","45000000-7 (Roboty budowlane),45233200-1 (Roboty w zakresie różnych nawierzchni),45300000-0 (Roboty instalacyjne w budynkach),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),71320000-7 (Usługi inżynieryjne w zakresie projektowania),09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)",{'4.3.)': 243902.44},1
371,Delivery,2023/BZP 00001742,True,"Dostawa i montaż rozproszonych instalacji fotowoltaicznych
na terenie Gminy Słupca","09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa),09330000-1 (Energia słoneczna),09332000-5 (Instalacje słoneczne),09331200-0 (Słoneczne moduły fotoelektryczne),45310000-3 (Roboty instalacyjne elektryczne),65300000-6 (Przesył energii elektrycznej i podobne usługi)","{'4.3.)': 761037.17, '6.2.)': 658966.35, '6.3.)': 658966.35, '6.4.)': 658966.35, '8.2.)': 658966.35}",1
372,Works,2023/BZP 00001745,True,Modernizacja istniejącej kotłowni gazowej,"45210000-2 (Roboty budowlane w zakresie budynków),45111300-1 (Roboty rozbiórkowe),45431000-7 (Kładzenie płytek),45300000-0 (Roboty instalacyjne w budynkach),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45310000-3 (Roboty instalacyjne elektryczne),45320000-6 (Roboty izolacyjne),45321000-3 (Izolacja cieplna),45331000-6 (Instalowanie urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych),45333000-0 (Roboty instalacyjne gazowe),45331110-0 (Instalowanie kotłów),45331100-7 (Instalowanie centralnego ogrzewania),45331210-1 (Instalowanie wentylacji),44621220-7 (Kotły grzewcze centralnego ogrzewania)",{'6.3.)': 322576.07},1
373,Services,2023/BZP 00001751,True,„Świadczenie w miejscu zamieszkania specjalistycznych usług opiekuńczych dla osób z zaburzeniami psychicznymi w Gminie Dąbrowa Górnicza w roku 2023”,"85320000-8 (Usługi społeczne),85000000-9 (Usługi w zakresie zdrowia i opieki społecznej),85312100-0 (Usługi opieki dziennej)","{'6.2.)': 75.0, '6.3.)': 75.0, '6.4.)': 75.0, '8.2.)': 67500.0}",1
374,Works,2023/BZP 00001761,True,"„Remonty nawierzchni tymczasowych w Koszalinie""","45233140-2 (Roboty drogowe),45233142-6 (Roboty w zakresie naprawy dróg)","{'6.2.)': 199434.66, '6.4.)': 199434.66, '8.2.)': 199434.66}",1
375,Services,2023/BZP 00001763,True,"Kompleksowe utrzymanie i konserwacja oświetlenia ulicznego, przejść  podziemnych i kładek na terenie Gminy Bytom stanowiącej jej własność w okresie 01.01.2023 do 31.12.2023",50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'6.2.)': 218696.52, '6.3.)': 330525.6, '6.4.)': 273598.33, '8.2.)': 273598.33}",1
376,Services,2023/BZP 00001766,True,"Prowadzenie konserwacji oraz pogotowia dźwigowego urządzeń dźwigowych znajdujących się
w obiektach Uniwersytetu Szczecińskiego",50531400-0 (Usługi w zakresie napraw i konserwacji dźwigów),"{'6.2.)': 233208.0, '6.3.)': 233208.0, '6.4.)': 233208.0, '8.2.)': 233208.0}",1
377,Delivery,2023/BZP 00001767,True,Zakup wraz z dostawą oleju napędowego w ilości około 100 000 litrów.,09134100-8 (Olej napędowy),"{'6.2.)': 672300.0, '6.3.)': 675000.0, '6.4.)': 672300.0, '8.2.)': 672300.0}",1
378,Services,2023/BZP 00001768,True,Ochrona fizyczna obiektu TPN Kuźnice oraz monitorowanie obiektów TPN w roku 2023,79710000-4 (Usługi ochroniarskie),"{'4.3.)': 223000.0, '6.2.)': 413796.6, '6.3.)': 413796.6, '6.4.)': 413796.6, '8.2.)': 413796.6}",1
379,Works,2023/BZP 00001781,True,"„Przebudowa ulicy Cichej, utwardzenie placu przy budynku Urzędu Gminy w Wildze oraz placu przy budynku OSP w Wildze""",45233140-2 (Roboty drogowe),"{'4.3.)': 243801.05, '6.2.)': 313320.09, '6.3.)': 347876.89, '6.4.)': 313320.09, '8.2.)': 313320.09}",1
380,Delivery,2023/BZP 00001784,True,„Dostawa i wdrożenie sprzętu w ramach projektów Cyfrowa Gmina” i „Wsparcie dzieci z rodzin pegeerowskich w rozwoju cyfrowym – Granty PPGR”,"30200000-1 (Urządzenia komputerowe),48422000-2 (Zestawy pakietów oprogramowania),48442000-8 (Pakiety oprogramowania do systemów finansowych),72211000-7 (Usługi programowania oprogramowania systemowego i dla użytkownika),72263000-6 (Usługi wdrażania oprogramowania),72253200-5 (Usługi w zakresie wsparcia systemu),80511000-9 (Usługi szkolenia personelu)","{'4.3.1)': 571000.0, '4.5.5.)': 17073.18, '6.2.)': 16600.0, '6.3.)': 16600.0, '6.4.)': 16600.0, '8.2.)': 16600.0}",1
381,Delivery,2023/BZP 00001788,True,Zakup oleju napędowego i benzyny bezołowiowej 95 dla pojazdów Urzędu Gminy w Michowie oraz sprzętu i pojazdów OSP,"09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)","{'4.3.)': 487962.96, '6.2.)': 435099.6, '6.3.)': 473148.0, '6.4.)': 435099.6, '8.2.)': 435099.6}",1
383,Services,2023/BZP 00001795,True,ŚWIADCZENIE USŁUG OCHRONY W OBIEKTACH MUZEUM WARSZAWY,"79710000-4 (Usługi ochroniarskie),79714000-2 (Usługi w zakresie nadzoru)","{'6.2.)': 2489837.12, '6.3.)': 2489837.12, '6.4.)': 2489837.12, '8.2.)': 2489837.12}",1
385,Works,2023/BZP 00001800,True,Kompleksowa modernizacja energetyczna 3 budynków szkolnych w Gminie Wińsko wraz z nadzorem inwestorskim - Kompleksowa modernizacja energetyczna Szkoły Podstawowej w Orzeszkowie,"45000000-7 (Roboty budowlane),45331100-7 (Instalowanie centralnego ogrzewania),45300000-0 (Roboty instalacyjne w budynkach),45321000-3 (Izolacja cieplna),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45421100-5 (Instalowanie drzwi i okien, i podobnych elementów),45316000-5 (Instalowanie systemów oświetleniowych i sygnalizacyjnych),45324000-4 (Roboty w zakresie okładziny tynkowej)","{'4.3.1)': 421617.35, '6.2.)': 540000.0, '6.3.)': 781050.0, '6.4.)': 540000.0, '8.2.)': 540000.0}",1
386,Delivery,2023/BZP 00001806,True,ZAKUP LAPAROSKOPU DLA POTRZEB SAMODZIELNEGO SZPITALA WOJEWÓDZKIEGO IM.MIKOŁAJA KOPERNIKA W PIOTRKOWIE TRYBUNALSKIM.,33162000-3 (Urządzenia i przyrządy używane na salach operacyjnych),"{'6.2.)': 505039.32, '6.3.)': 505039.32, '6.4.)': 505039.32, '8.2.)': 505039.32}",1
387,Works,2023/BZP 00001809,True,Roboty budowlane realizowane w ramach inwestycji pn. „Rewitalizacja terenów nadrzecznych miasta Piły III etap – budowa infrastruktury sportowo – rekreacyjnej”,"45000000-7 (Roboty budowlane),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),31527200-8 (Oświetlenie zewnętrzne),45233120-6 (Roboty w zakresie budowy dróg),45233161-5 (Roboty budowlane w zakresie ścieżek pieszych),45233200-1 (Roboty w zakresie różnych nawierzchni),45231400-9 (Roboty budowlane w zakresie budowy linii energetycznych),45112710-5 (Roboty w zakresie kształtowania terenów zielonych),32562200-2 (Światłowodowe kable telekomunikacyjne),32323500-8 (Urządzenia do nadzoru wideo)","{'6.2.)': 6448890.0, '6.3.)': 6448890.0, '6.4.)': 6448890.0, '8.2.)': 6448890.0}",1
388,Services,2023/BZP 00001812,True,"Wykonanie dokumentacji projektowej dotyczącej rozbudowy wejścia głównego wraz z dostosowaniem budynku do przepisów ppoż. – ZUS O/Kielce, ul. Kolberga 2a","71000000-8 (Usługi architektoniczne, budowlane, inżynieryjne i kontrolne),71240000-2 (Usługi architektoniczne, inżynieryjne i planowania),71242000-6 (Przygotowanie przedsięwzięcia i projektu, oszacowanie kosztów),71248000-8 (Nadzór nad projektem i dokumentacją)",{},1
389,Works,2023/BZP 00001813,True,"„Remont wybranych dróg leśnych Nadleśnictwa Solec Kujawski Leśnictwa: DĄBROWA, DĘBINKA, JEZIERCE, LESZYCE, ŁAŻYN, MIEJSKIE, NOWA WIEŚ”",45233142-6 (Roboty w zakresie naprawy dróg),"{'4.3.)': 580075.0, '6.2.)': 713492.25, '6.3.)': 1000726.77, '6.4.)': 713492.25, '8.2.)': 713492.25}",1
390,Delivery,2023/BZP 00001815,True,"Dostawa sprzętu komputerowego w ramach projektu ,,Cyfrowa Gmina""","48820000-2 (Serwery),48000000-8 (Pakiety oprogramowania i systemy informatyczne),30121430-6 (Cyfrowe urządzenia powielające),30232100-5 (Drukarki i plotery)","{'4.5.5.)': 6918.75, '6.2.)': 6918.75, '6.3.)': 6918.75, '6.4.)': 6918.75, '8.2.)': 6918.75}",2
392,Services,2023/BZP 00001821,True,Ubezpieczenie majątku i innych interesów Gminy Miejskiej Lubin wraz z jednostkami organizacyjnymi i instytucjami kultury.,"66510000-8 (Usługi ubezpieczeniowe),66512100-3 (Usługi ubezpieczenia od następstw nieszczęśliwych wypadków),66515000-3 (Usługi ubezpieczenia od uszkodzenia lub utraty),66515100-4 (Usługi ubezpieczenia od ognia),66515400-7 (Usługi ubezpieczenia od skutków żywiołów),66516000-0 (Usługi ubezpieczenia od odpowiedzialności cywilnej),66516400-4 (Usługi ubezpieczenia od ogólnej odpowiedzialności cywilnej),66514110-0 (Usługi ubezpieczeń pojazdów mechanicznych),66516100-1 (Usługi ubezpieczenia pojazdów mechanicznych od odpowiedzialności cywilnej)","{'4.3.)': 739750.0, '4.5.5.)': 198000.0, '6.2.)': 131936.0, '6.3.)': 131936.0, '6.4.)': 131936.0, '8.2.)': 131936.0}",2
393,Services,2023/BZP 00001829,True,Usługa dystrybucji energii elektrycznej,65310000-9 (Przesył energii elektrycznej),"{'4.3.)': 395000.0, '6.2.)': 485850.0, '6.3.)': 485850.0, '6.4.)': 485850.0, '8.2.)': 485850.0}",1
394,Services,2023/BZP 00001834,True,"Odbiór i  zagospodarowanie stałych odpadów komunalnych niesegregowanych, budowlanych i wielkogabarytowych dowożonych do miejsca ich odbioru przez Zamawiającego oraz odpadów biodegradowalnych",90500000-2 (Usługi związane z odpadami),"{'4.3.)': 620370.0, '6.2.)': 592196.4, '6.3.)': 627766.2, '6.4.)': 592196.4, '8.2.)': 592196.4}",1
395,Services,2023/BZP 00001837,True,Dowóz uczniów do szkół oraz przedszkoli na terenie Gminy Krzywiń w formie zakupu biletów miesięcznych imiennych w roku 2023,60112000-6 (Usługi w zakresie publicznego transportu drogowego),"{'6.2.)': 1003607.5, '6.3.)': 1093764.71, '6.4.)': 1003607.5, '8.2.)': 929266.2}",1
396,Services,2023/BZP 00001838,True,Dozór obiektów administrowanych przez Zamawiającego w formie ochrony fizycznej i monitoringu elektronicznego w roku 2023,"79710000-4 (Usługi ochroniarskie),79711000-1 (Usługi nadzoru przy użyciu alarmu),79714000-2 (Usługi w zakresie nadzoru),79715000-9 (Usługi patrolowe)","{'4.3.1)': 1339958.0, '4.5.5.)': 28057.5, '6.2.)': 40855.2, '6.3.)': 53357.4, '6.4.)': 40855.2, '8.2.)': 40855.2}",7
397,Delivery,2023/BZP 00001844,True,"Zakup wraz z dostawą oleju napędowego do zbiornika paliwa   
Komunalnego Zakładu Gospodarki Odpadami „OSADUS” 
13-200 Działdowo ul. Przemysłowa 61",09134100-8 (Olej napędowy),"{'6.2.)': 606100.0, '6.3.)': 608000.0, '6.4.)': 606100.0, '8.2.)': 606100.0}",1
398,Services,2023/BZP 00001846,True,"Usługa przygotowania, wydawania  i podawania gorących posiłków na rzecz klientów Miejskiego Ośrodka Pomocy Społecznej w Bytowie","55321000-6 (Usługi przygotowywania posiłków),55322000-3 (Usługi gotowania posiłków),55520000-1 (Usługi dostarczania posiłków)","{'4.3.)': 152777.78, '6.2.)': 165000.0, '6.3.)': 165000.0, '6.4.)': 165000.0, '8.2.)': 165000.0}",1
399,Services,2023/BZP 00001848,True,Utrzymanie terenów zieleni w mieście Darłowo,77310000-6 (Usługi sadzenia roślin oraz utrzymania terenów zielonych),"{'4.3.)': 759629.63, '6.2.)': 820400.0, '6.3.)': 820400.0, '6.4.)': 820400.0, '8.2.)': 820400.0}",1
400,Delivery,2023/BZP 00001850,True,Dostawa narzędzi dla potrzeb projektu ”Akademickie Centrum Designu na rzecz rozwoju dziedzictwa kulturowego i edukacji artystycznej,"44511000-5 (Narzędzia ręczne),44512000-2 (Różne narzędzia ręczne),42652000-1 (Ręczne narzędzia elektromechaniczne)","{'4.3.1)': 17674.11, '8.2.)': 29778.51}",1
401,Delivery,2023/BZP 00001851,True,Dostawa węgla ekogroszku dla Domu Pomocy Społecznej Filia w Leśnicy ul. Szpitalna 20,09111210-5 (Węgiel kamienny),"{'6.2.)': 37789.29, '6.3.)': 53751.0, '6.4.)': 37789.29, '8.2.)': 37789.29}",1
402,Services,2023/BZP 00001854,True,„Opracowanie dokumentacji projektowej dla rozbudowy skrzyżowania drogi wojewódzkiej nr 787 i drogi wojewódzkiej nr 691 w m. Pionki” – nr postępowania 175/22,71220000-6 (Usługi projektowania architektonicznego),"{'4.3.)': 375000.0, '6.2.)': 546120.0, '6.3.)': 664200.0, '6.4.)': 546120.0, '8.2.)': 546120.0}",1
404,Services,2023/BZP 00001864,True,Konserwacja oraz eksploatacja oświetlenia drogowego na terenie gminy Konstancin- Jeziorna w latach 2023-2024 r.,50232100-1 (Usługi w zakresie konserwacji oświetlenia ulicznego),"{'6.2.)': 395274.0, '6.3.)': 402460.8, '6.4.)': 395274.0, '8.2.)': 395274.0}",1
405,Works,2023/BZP 00001866,True,Wykonanie instalacji etażowego gazowego centralnego ogrzewania w lokalu mieszkalnym nr 5 przy ul. Stanisława Staszica 4 w Bielsku-Białej – etap XVI/2022,"45331100-7 (Instalowanie centralnego ogrzewania),45333000-0 (Roboty instalacyjne gazowe),45331110-0 (Instalowanie kotłów),45331000-6 (Instalowanie urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych)","{'4.3.1)': 31481.48, '6.4.)': 34000.0, '8.2.)': 34000.0}",1
406,Delivery,2023/BZP 00001869,True,"Zakup i dostawa sprzętu komputerowego wraz infrastrukturą i oprogramowaniem, zaprojektowanie i wykonania instalacji elektrycznej. Znak sprawy DOG.254.11.2022.SB","48822000-6 (Serwery komputerowe),30233100-2 (Komputerowe jednostki do przechowywania),48710000-8 (Pakiety oprogramowania do kopii zapasowych i odzyskiwania),48620000-0 (Systemy operacyjne),51600000-8 (Usługi instalowania komputerów i urządzeń biurowych),45310000-3 (Roboty instalacyjne elektryczne)","{'6.2.)': 269581.56, '6.3.)': 279166.21, '6.4.)': 279166.21, '8.2.)': 279166.21}",1
409,Delivery,2023/BZP 00001889,True,"Dostawa oleju opałowego lekkiego na sezon grzewczy w 2023 r. 
dla obiektów podległych Gminie Maciejowice.",09135100-5 (Olej opałowy),"{'4.3.)': 352755.0, '6.2.)': 410150.0, '6.3.)': 414050.0, '6.4.)': 410150.0, '8.2.)': 410150.0}",1
410,Works,2023/BZP 00001891,True,„Przebudowa drogi w miejscowości Tarnów o długości 193m.”,45233140-2 (Roboty drogowe),"{'4.3.)': 172327.6, '6.2.)': 183542.96, '6.3.)': 320915.01, '6.4.)': 183542.96, '8.2.)': 183542.96}",1
412,Delivery,2023/BZP 00001896,True,SUKCESYWNE DOSTAWY RYB I OWOCÓW MORZA DO ZOO WROCŁAW SP. Z O.O.,"15221000-3 (Ryby mrożone),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15250000-5 (Owoce morza),03312000-9 (Skorupiaki)","{'4.3.)': 316080.0, '4.5.5.)': 116350.0, '6.2.)': 116806.8, '6.3.)': 116806.8, '6.4.)': 116806.8, '8.2.)': 116806.8}",2
413,Delivery,2023/BZP 00001898,True,Dostawa artykułów żywnościowych dla Internatu I Liceum Ogólnokształcącego w Busku-Zdroju na 2023 rok,"15800000-6 (Różne produkty spożywcze),15500000-3 (Produkty mleczarskie),15511000-3 (Mleko),15431110-2 (Płynna margaryna),15871000-4 (Ocet; sosy; mieszanki przypraw; mąka i mączka z gorczycy; gotowa musztarda),15612000-1 (Mąka zbożowa lub roślinna i podobne produkty),15320000-7 (Soki owocowe i warzywne),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15131310-1 (Pasztety),15510000-6 (Mleko i śmietana),03142500-3 (Jaja),15551000-5 (Jogurt i pozostałe przefermentowane przetwory mleczne),15530000-2 (Masło),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15112000-6 (Drób),15131130-5 (Wędliny),15131135-0 (Wędliny drobiowe),15111100-0 (Wołowina),15131210-0 (Szynka wędzona),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15234000-7 (Ryby wędzone),15331170-9 (Warzywa mrożone),15896000-5 (Produkty głęboko mrożone),15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15842300-5 (Wyroby cukiernicze),15811000-6 (Pieczywo),03221000-6 (Warzywa),03222000-3 (Owoce i orzechy)","{'4.5.5.)': 29286.09, '6.2.)': 27516.0, '6.3.)': 29917.5, '6.4.)': 28145.4, '8.2.)': 28145.4}",5
414,Services,2023/BZP 00001900,True,"Świadczenie usługi oświetlenia ulic, placów i dróg publicznych na terenie Gminy i Miasta Stawiszyn",50232110-4 (Obsługa instalacji oświetlenia publicznego),"{'4.3.)': 668292.68, '6.2.)': 822000.0, '6.3.)': 822000.0, '6.4.)': 822000.0, '8.2.)': 822000.0}",1
415,Delivery,2023/BZP 00001905,True,Sprzedaż i dostawa laptopów jako pomocy dydaktycznych w celach edukacyjnych dla młodzieży szkół prowadzonych przez Powiat Wadowicki oraz pomocy biurowych,"39162100-6 (Pomoce dydaktyczne),30213100-6 (Komputery przenośne)","{'4.3.)': 261788.62, '4.5.5.)': 3868.62, '6.3.)': 9897.1, '6.2.)': 7574.34, '6.4.)': 7944.57, '8.2.)': 7944.57}",2
416,Services,2023/BZP 00001908,True,Usługa ochrony fizycznej osób i mienia wraz z obsługą i nadzorem nad środkami ochrony elektronicznej oraz wsparciem grupy interwencyjnej realizowana dla Sądu Rejonowego w Ostrowie Wielkopolskim.,"79710000-4 (Usługi ochroniarskie),79714000-2 (Usługi w zakresie nadzoru),79711000-1 (Usługi nadzoru przy użyciu alarmu),79715000-9 (Usługi patrolowe)","{'6.2.)': 203100.0, '6.3.)': 251449.12, '6.4.)': 203100.0, '8.2.)': 249813.0}",1
419,Services,2023/BZP 00001923,True,"Druk, magazynowanie i dostawa formularzy „zwrotne potwierdzenie odbioru”, zwanych „potwierdzeniem odbioru”, wg wzoru ustalonego przez Zamawiającego",79823000-9 (Usługi drukowania i dostawy),"{'6.2.)': 109470.0, '6.3.)': 109470.0, '6.4.)': 109470.0, '8.2.)': 109.47}",1
420,Delivery,2023/BZP 00001925,True,Dostawa posiłków profilaktycznych,15800000-6 (Różne produkty spożywcze),{},1
421,Works,2023/BZP 00001928,True,"„Przebudowa DW634 na odcinku od km 21+377 do km 21+533 w m. Zielonka, gmina Zielonka, powiat Wołomin, woj. maz. w zakresie budowy ciągu pieszo-rowerowego w Zielonce.” – nr postępowania 183/22","45233120-6 (Roboty w zakresie budowy dróg),45233161-5 (Roboty budowlane w zakresie ścieżek pieszych),45233162-2 (Roboty budowlane w zakresie ścieżek rowerowych)","{'4.3.)': 611986.89, '6.2.)': 418840.5, '6.3.)': 1187965.0, '6.4.)': 418840.5, '8.2.)': 418840.5}",1
422,Delivery,2023/BZP 00001934,True,Zakup paliw płynnych do pojazdów służbowych Wojewódzkiego Inspektoratu Transportu Drogowego w Krakowie,"09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa),30163100-0 (Karty na zakup paliwa)","{'4.3.)': 310000.0, '6.2.)': 318284.2, '6.3.)': 318284.2, '6.4.)': 318284.2, '8.2.)': 318284.2}",1
423,Services,2023/BZP 00001942,True,„Świadczenie usług pocztowych w obrocie krajowym i zagranicznym dla Urzędu Pracy m.st. Warszawy”,"64110000-0 (Usługi pocztowe),64112000-4 (Usługi pocztowe dotyczące listów),64113000-1 (Usługi pocztowe dotyczące paczek)","{'6.2.)': 780419.07, '6.3.)': 780419.07, '6.4.)': 780419.07, '8.2.)': 780433.48}",1
424,Services,2023/BZP 00001952,True,Odbiór odpadów komunalnych z terenu Gminy Krościenko Wyżne w 2023 r.,"90500000-2 (Usługi związane z odpadami),90511000-2 (Usługi wywozu odpadów),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych),90533000-2 (Usługi gospodarki odpadami)","{'6.2.)': 694884.5, '6.3.)': 694884.5, '6.4.)': 694884.5, '8.2.)': 694884.5}",1
425,Delivery,2023/BZP 00001955,True,"Dostawa w ramach leasingu operacyjnego samochodu ciężarowego 
o dopuszczalnej masie całkowitej do 26000 kg",66000000-0 (Usługi finansowe i ubezpieczeniowe),"{'6.2.)': 1143774.44, '6.3.)': 1143774.44, '6.4.)': 1143774.44, '8.2.)': 1143774.44}",1
