,orderType,bzpNumber,isTenderAmountBelowEU,orderObject,cpvCode,htmlBody,contractors
3025,Delivery,2023/BZP 00014729,True,Zakup mrożonek wraz z dostawą do przedszkola gminnego,"15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb)","{'6.2.)': 226195.0, '6.3.)': 226195.0, '6.4.)': 226195.0, '8.2.)': 226195.0}",1
3026,Services,2023/BZP 00014743,True,Prowadzenie i utrzymanie bieżące toalet publicznych na terenie miasta Zgorzelec w 2023 r.,90900000-6 (Usługi w zakresie sprzątania i odkażania),"{'6.2.)': 179880.0, '6.3.)': 197784.0, '6.4.)': 179880.0, '8.2.)': 179880.0}",1
3027,Works,2023/BZP 00014744,True,Budowa Remizy OSP Prosna,"45000000-7 (Roboty budowlane),45111000-8 (Roboty w zakresie burzenia, roboty ziemne),45200000-9 (Roboty budowlane w zakresie wznoszenia kompletnych obiektów budowlanych lub ich części oraz roboty w zakresie inżynierii lądowej i wodnej),45216000-4 (Roboty budowlane w zakresie budowy obiektów budowlanych dla służb porządku publicznego lub służb ratunkowych oraz wojskowych obiektów budowlanych),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45331000-6 (Instalowanie urządzeń grzewczych, wentylacyjnych i klimatyzacyjnych),45311200-2 (Roboty w zakresie instalacji elektrycznych)","{'4.3.)': 1124691.21, '6.2.)': 1255000.0, '6.3.)': 1599000.0, '6.4.)': 1255000.0, '8.2.)': 1255000.0}",1
3028,Services,2023/BZP 00014745,True,Kompleksowa obsługa ratownicza krytej pływalni w miejscowości Chełmiec na 2023 rok,"75252000-7 (Służby ratownicze),71317200-5 (Usługi w zakresie ochrony zdrowia i bezpieczeństwa)","{'6.2.)': 659680.0, '6.3.)': 893760.0, '6.4.)': 659680.0, '8.2.)': 659680.0}",1
3029,Delivery,2023/BZP 00014751,True,Dostawa paliw płynnych na potrzeby Urzędu Gminy w Osjakowie na lata 2023 – 2024 – II postępowanie,"09100000-0 (Paliwa),09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)","{'6.2.)': 365000.4, '6.3.)': 365000.4, '6.4.)': 365000.4, '8.2.)': 365000.4}",1
3031,Services,2023/BZP 00014758,True,"36.Zorganizowanie i przeprowadzenie kursów/szkoleń dla nauczycieli kształcenia zawodowego oraz kursów/szkoleń dla uczniów w ramach projektu  Modernizacja kształcenia zawodowego w Powiecie
Nowosolskim","80000000-4 (Usługi edukacyjne i szkoleniowe),80500000-9 (Usługi szkoleniowe),80510000-2 (Usługi szkolenia specjalistycznego),80530000-8 (Usługi szkolenia zawodowego)","{'4.3.1)': 43180.0, '4.5.5.)': 16500.0, '6.2.)': 7380.0, '6.3.)': 13890.0, '6.4.)': 7380.0, '8.2.)': 7380.0}",4
3033,Delivery,2023/BZP 00014766,True,"zakup i dostawy materiałów eksploatacyjnych do drukarek komputerowych 
i innych urządzeń biurowych.","30192113-6 (Wkłady drukujące),30197644-2 (Papier kserograficzny),32582000-6 (Nośniki danych)","{'4.3.)': 329795.65, '4.5.5.)': 11260.0, '6.2.)': 7521.45, '6.3.)': 10202.85, '6.4.)': 7521.45, '8.2.)': 7521.45}",3
3034,Delivery,2023/BZP 00014777,True,Dostawa zestawów jednorazowego użytku do pobierania składników krwi metodą aferezy automatycznej do posiadanego separatora komórkowego Trima Accel wraz z dzierżawą urządzenia przez okres 24 miesięcy,33141630-5 (Filtry osocza krwi),"{'6.2.)': 314238.24, '6.3.)': 314238.24, '6.4.)': 314238.24, '8.2.)': 314238.24}",1
3035,Delivery,2023/BZP 00014780,True,Zakup artykułów spożywczych wraz z dostawą do przedszkola gminnego,15800000-6 (Różne produkty spożywcze),"{'6.2.)': 343408.5, '6.3.)': 343408.5, '6.4.)': 343408.5, '8.2.)': 343408.5}",1
3037,Delivery,2023/BZP 00014786,True,"Dostawa artykułów biurowych do Szpitala Praskiego p.w. Przemienienia
 Pańskiego Sp. z o.o. w Warszawie",30190000-7 (Różny sprzęt i artykuły biurowe),"{'4.3.)': 268464.06, '4.3.1)': 227950.17, '4.5.5.)': 152328.0, '6.2.)': 187363.44, '6.3.)': 259069.37, '6.4.)': 187363.44, '8.2.)': 187363.44}",4
3039,Services,2023/BZP 00014796,True,"Świadczenie usług dożywiania rodzin na terenie Gminy Miasta Czarnków
od dnia 02 stycznia 2023r. do 31 grudnia 2023r.",55321000-6 (Usługi przygotowywania posiłków),"{'6.2.)': 475200.0, '6.3.)': 475200.0, '6.4.)': 475200.0, '8.2.)': 475200.0}",1
3040,Services,2023/BZP 00014799,True,Świadczenie usług pocztowych w obrocie krajowym i zagranicznym na rzecz Zakładu Głównego oraz Oddziałów Terenowych Telewizji Polskiej S.A. w okresie 24 miesięcy.,64110000-0 (Usługi pocztowe),"{'4.3.)': 1552928.63, '6.2.)': 1389160.13, '6.3.)': 1389160.13, '6.4.)': 1389160.13, '8.2.)': 1389160.13}",1
3041,Works,2023/BZP 00014800,True,Budowa i modernizacja  infrastruktury energetycznej  w miejscowości Haczów                                 i Trześniów  .,"45000000-7 (Roboty budowlane),31210000-1 (Elektryczna aparatura do wyłączania lub ochrony obwodów elektrycznych),31321000-2 (Linie energetyczne),31527200-8 (Oświetlenie zewnętrzne),45231400-9 (Roboty budowlane w zakresie budowy linii energetycznych),45315100-9 (Instalacyjne roboty elektrotechniczne),45315300-1 (Instalacje zasilania elektrycznego),45315600-4 (Instalacje niskiego napięcia),45316110-9 (Instalowanie urządzeń oświetlenia drogowego),45232210-7 (Roboty budowlane zakresie budowy linii napowietrznych),45316100-6 (Instalowanie urządzeń oświetlenia zewnętrznego)","{'4.3.)': 1056143.87, '6.2.)': 1178350.0, '6.3.)': 1569480.0, '6.4.)': 1178350.0, '8.2.)': 1178350.0}",1
3042,Works,2023/BZP 00014806,True,ADAPTACJA NIERUCHOMOŚCI POŁOŻONEJ W BYDGOSZCZY PRZY UL. KARPACKIEJ 54 NA POTRZEBY REALIZACJI ZADAŃ PRZEZ POWIATOWE CENTRUM POMOCY RODZINIE W BYDGOSZCZY ORAZ FILIĘ POWIATOWEJ PORADNI PSYCH.- PEDAG.,"45453000-7 (Roboty remontowe i renowacyjne),45300000-0 (Roboty instalacyjne w budynkach),45320000-6 (Roboty izolacyjne),45330000-9 (Roboty instalacyjne wodno-kanalizacyjne i sanitarne),45331100-7 (Instalowanie centralnego ogrzewania),45331200-8 (Instalowanie urządzeń wentylacyjnych i klimatyzacyjnych),45313100-5 (Instalowanie wind),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych),45261000-4 (Wykonywanie pokryć i konstrukcji dachowych oraz podobne roboty)","{'6.2.)': 3497000.0, '6.3.)': 4785396.6, '6.4.)': 3497000.0, '8.2.)': 3497000.0}",1
3043,Delivery,2023/BZP 00014809,True,zakup i dostawa artykułów spożywczych do stołówki szkolnej,"15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie),15500000-3 (Produkty mleczarskie),15800000-6 (Różne produkty spożywcze),15300000-1 (Owoce, warzywa i podobne produkty),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15331100-8 (Warzywa świeże lub mrożone),15200000-0 (Ryby przetworzone i konserwowane),03142300-1 (Jadalne produkty pochodzenia zwierzęcego)","{'4.3.)': 365805.86, '4.5.5.)': 45807.8, '6.2.)': 64604.5, '6.3.)': 64604.5, '6.4.)': 64604.5, '8.2.)': 64604.5}",1
3044,Services,2023/BZP 00014812,True,Opracowanie dokumentacji projektowej pn.: „Budowa chodnika w ciągu ul. Kominka w Radlinie”,"71320000-7 (Usługi inżynieryjne w zakresie projektowania),71248000-8 (Nadzór nad projektem i dokumentacją)","{'4.3.)': 45140.65, '6.2.)': 35055.0, '6.3.)': 35055.0, '6.4.)': 35055.0, '8.2.)': 35055.0}",1
3045,Services,2023/BZP 00014817,True,Usługa w zakresie przyjęcia i zagospodarowania odpadów komunalnych dostarczonych własnym transportem przez Zamawiającego do odbiorcy.,90500000-2 (Usługi związane z odpadami),{},2
3046,Works,2023/BZP 00014819,True,"Prace remontowe w Specjalnym Ośrodku Szkolno-Wychowawczym
w Lubaniu celem poprawy bezpieczeństwa osób niepełnosprawnych",45453000-7 (Roboty remontowe i renowacyjne),"{'4.3.)': 330661.2, '4.3.1)': 268830.24, '4.5.5.)': 235223.7, '6.2.)': 198168.0, '6.3.)': 412863.95, '6.4.)': 198168.0, '8.2.)': 198168.0}",2
3047,Services,2023/BZP 00014826,True,Przygotowanie i wydawanie na terenie Gminy Miasta Toruń około 18250 ciepłych posiłków obiadowych dla podopiecznych MOPR Toruń.,"55321000-6 (Usługi przygotowywania posiłków),55322000-3 (Usługi gotowania posiłków)",{'8.2.)': 182500.0},1
3048,Delivery,2023/BZP 00014828,True,"„Dostawa i montaż instalacji fotowoltaicznej o mocy do 50 kWp. na dachu budynku Okręgowego Urzędu Miar w Gdańsku ul. Polanki 124C, 80-308 Gdańsk ”",71520000-9 (Usługi nadzoru budowlanego),{'6.3.)': 382419.14},1
3049,Works,2023/BZP 00014840,True,"Remont elewacji budynku w Browinie 59, 87-140 Chełmża, dz. nr 57/57 obręb Browina, gmina Chełmża","45000000-7 (Roboty budowlane),45443000-4 (Roboty elewacyjne),45421100-5 (Instalowanie drzwi i okien, i podobnych elementów),45260000-7 (Roboty w zakresie wykonywania pokryć i konstrukcji dachowych i inne podobne roboty specjalistycze)","{'4.3.)': 431094.68, '6.2.)': 339999.99, '6.3.)': 339999.99, '6.4.)': 339999.99, '8.2.)': 339999.99}",1
3050,Services,2023/BZP 00014841,True,Usługa wykonania druku i dostawy broszury pt. „Agroleśnictwo – najważniejsza innowacja w rolnictwie”,"79810000-5 (Usługi drukowania),79823000-9 (Usługi drukowania i dostawy),79822500-7 (Usługi projektów graficznych)","{'4.3.)': 515607.7, '4.3.1)': 20400.0, '6.2.)': 19950.0, '6.3.)': 48300.0, '6.4.)': 21420.0, '8.2.)': 21420.0}",1
3051,Delivery,2023/BZP 00014844,True,"Sukcesywna dostawa jajek, kiszonek, przetworów, przypraw i nasion strączkowych do Szpitala Wojewódzkiego w Poznaniu",15800000-6 (Różne produkty spożywcze),"{'4.3.1)': 136334.38, '4.5.5.)': 7457.18, '6.2.)': 7180.0, '6.3.)': 10640.0, '6.4.)': 7180.0, '8.2.)': 7180.0}",3
3053,Delivery,2023/BZP 00014847,True,Dostawa energii elektrycznej dla Powiatowego Urzędu Pracy w Radomiu na rok 2023,09310000-5 (Elektryczność),"{'4.3.)': 141944.14, '6.2.)': 174591.29, '6.3.)': 174591.29, '6.4.)': 174591.29, '8.2.)': 174591.29}",1
3054,Delivery,2023/BZP 00014853,True,Sukcesywne dostawy żywności dla Domu Pomocy Społecznej w Pakówce w okresie od  01.01.2023 r. do 31.03.2023 r. – pieczywo i ciasto.,"15810000-9 (Pieczywo, świeże wyroby piekarskie i ciastkarskie)","{'4.3.)': 138219.05, '4.3.1)': 14274.83, '6.2.)': 24948.5, '6.3.)': 24948.5, '6.4.)': 24948.5, '8.2.)': 24948.5}",1
3055,Works,2023/BZP 00014854,True,„Utworzenie Domu SENIOR+”,"45000000-7 (Roboty budowlane),45210000-2 (Roboty budowlane w zakresie budynków),45100000-8 (Przygotowanie terenu pod budowę),45111300-1 (Roboty rozbiórkowe),45453000-7 (Roboty remontowe i renowacyjne),45300000-0 (Roboty instalacyjne w budynkach),45310000-3 (Roboty instalacyjne elektryczne),45331100-7 (Instalowanie centralnego ogrzewania),45261910-6 (Naprawa dachów),45421000-4 (Roboty w zakresie stolarki budowlanej),45400000-1 (Roboty wykończeniowe w zakresie obiektów budowlanych)","{'4.3.1)': 649593.5, '6.2.)': 798427.65, '6.3.)': 1311341.77, '6.4.)': 798427.65, '8.2.)': 798427.65}",1
3056,Delivery,2023/BZP 00014856,True,"Dostawa materiałów eksploatacyjnych do drukarek, kserokopiarek i urządzeń wielofunkcyjnych dla Urzędu Miejskiego w Elblągu na rok 2023","30125110-5 (Toner do drukarek laserowych/faksów),30125120-8 (Toner do fotokopiarek),30124300-7 (Bębny do maszyn biurowych)","{'4.3.)': 123080.0, '6.2.)': 140106.35, '6.3.)': 141641.88, '6.4.)': 140106.35, '8.2.)': 140106.35}",1
3057,Services,2023/BZP 00014859,True,Zimowe utrzymanie dróg oraz terenów zarządzanych przez Gminę na terenie miasta i gminy Kozienice,"90620000-9 (Usługi odśnieżania),90630000-2 (Usługi usuwania oblodzeń)","{'6.2.)': 400000.0, '6.3.)': 400000.0, '6.4.)': 400000.0, '8.2.)': 400000.0}",1
3058,Services,2023/BZP 00014865,True,Odbiór odpadów komunalnych od właścicieli nieruchomości zlokalizowanych na terenie miasta Sucha Beskidzka,"90511000-2 (Usługi wywozu odpadów),90500000-2 (Usługi związane z odpadami),90512000-9 (Usługi transportu odpadów),90513100-7 (Usługi wywozu odpadów pochodzących z gospodarstw domowych)","{'6.2.)': 938913.35, '6.3.)': 938913.35, '6.4.)': 938913.35, '8.2.)': 938913.35}",1
3059,Works,2023/BZP 00014867,True,Remont instalacji elektrycznej w Szkole Podstawowej w Jenińcu,45310000-3 (Roboty instalacyjne elektryczne),"{'6.2.)': 349646.38, '6.3.)': 422703.44, '6.4.)': 349646.38, '8.2.)': 349646.38}",1
3060,Delivery,2023/BZP 00014868,True,Dostawy paliw na potrzeby transportu ZGKIM w Chełmcu na rok 2023,09134100-8 (Olej napędowy),"{'6.2.)': 685800.0, '6.3.)': 685800.0, '6.4.)': 685800.0, '8.2.)': 685800.0}",1
3061,Services,2023/BZP 00014872,True,"Utrzymanie i bieżąca konserwacja rzeki Kłodawki, kanału Srebrnego i zbiorników wodnych.",90470000-2 (Usługi czyszczenia kanałów ściekowych),"{'4.3.1)': 314771.57, '6.2.)': 244800.0, '6.3.)': 244800.0, '6.4.)': 244800.0, '8.2.)': 244800.0}",1
3062,Services,2023/BZP 00014875,True,Dozór oraz ochrona osób i mienia,"79710000-4 (Usługi ochroniarskie),79714000-2 (Usługi w zakresie nadzoru)","{'6.2.)': 461577.38, '6.3.)': 668521.13, '6.4.)': 461577.38, '8.2.)': 461577.38}",1
3063,Services,2023/BZP 00014876,True,„Realizacja I części kampanii promocyjnej pn. „Duszek Lubuszek” obejmującej druk książeczki wraz z naklejkami.,"22100000-1 (Drukowane książki, broszury i ulotki)","{'4.3.1)': 101454.16, '6.2.)': 98700.0, '6.3.)': 110700.0, '6.4.)': 98700.0, '8.2.)': 98700.0}",1
3064,Services,2023/BZP 00014889,True,Świadczenie usług opiekuńczych w Miejskim Ośrodku Pomocy Społecznej w Czarnkowie wykonywanych dla podopiecznych od dnia 02 stycznia 2023r. do 31 grudnia 2023r.,85311100-3 (Usługi opieki społecznej dla osób starszych),"{'6.2.)': 318665.0, '6.3.)': 318665.0, '6.4.)': 318665.0, '8.2.)': 318665.0}",1
3065,Delivery,2023/BZP 00014892,True,Dostawa leków do SWPZZPOZ w Radomiu,33600000-6 (Produkty farmaceutyczne),"{'4.5.5.)': 7769.0, '6.2.)': 8390.52, '6.3.)': 8390.52, '6.4.)': 8390.52, '8.2.)': 8390.52}",3
3066,Services,2023/BZP 00014895,True,"Całodobowe usuwanie skutków zdarzeń drogowych, występujących na terenie miasta Łodzi",90910000-9 (Usługi sprzątania),{},1
3067,Services,2023/BZP 00014897,True,Przebudowa ścieżek i alejek w Zespole Dworsko-Parkowym w Lusławicach,"50000000-5 (Usługi naprawcze i konserwacyjne),43325000-7 (Wyposażenie parków i placów zabaw)","{'6.2.)': 539288.95, '6.3.)': 579417.5, '6.4.)': 539288.95, '8.2.)': 539288.95}",1
3069,Delivery,2023/BZP 00014902,True,SUKCESYWNA DOSTAWA GAZÓW WRAZ Z DZIERŻAWĄ BUTLI,"24110000-8 (Gazy przemysłowe),24100000-5 (Gazy)","{'4.3.1)': 179537.35, '4.5.5.)': 3379.2, '6.2.)': 2742.9, '6.3.)': 8286.51, '6.4.)': 2742.9, '8.2.)': 2742.9}",3
3070,Services,2023/BZP 00014904,True,Świadczenie usług eksperckich (...) przy realizacji zadania Stworzenie i uruchomienie wersji mobilnej i desktopowej 23 stron internetowych parków narodowych oraz jednej strony głównej,"72000000-5 (Usługi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia)","{'6.2.)': 100570.0, '6.4.)': 100570.0}",1
3071,Services,2023/BZP 00014909,True,Przygotowanie i dowóz na terenie Gminy Miasta Toruń około 3650 ciepłych posiłków do miejsca zamieszkania niesamodzielnych podopiecznych MOPR Toruń.,"55321000-6 (Usługi przygotowywania posiłków),55322000-3 (Usługi gotowania posiłków),55520000-1 (Usługi dostarczania posiłków)",{'8.2.)': 54020.0},1
3073,Delivery,2023/BZP 00014922,True,Dostawa materiałów do Centralnej Sterylizatorni-powtórka,"33191100-6 (Urządzenia sterylizujące),38900000-4 (Różne przyrządy do badań lub testowania),33190000-8 (Różne urządzenia i produkty medyczne)","{'4.5.5.)': 2820.0, '6.2.)': 4856.04, '6.3.)': 50295.49, '6.4.)': 4856.04, '8.2.)': 4856.04}",2
3074,Services,2023/BZP 00014923,True,"Bieżące utrzymanie i obsługa Strefy Płatnego Parkowania w Wieliczce
w roku 2023
Część 1",50000000-5 (Usługi naprawcze i konserwacyjne),"{'4.3.)': 373730.6, '6.2.)': 185000.0, '6.3.)': 185000.0, '6.4.)': 185000.0, '8.2.)': 185000.0}",1
3075,Delivery,2023/BZP 00014926,True,Sukcesywna dostawa artykułów żywnościowych do stołówek szkolnych z terenu Gminy Gniewino.,"15000000-8 (Żywność, napoje, tytoń i produkty pokrewne),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne),15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15300000-1 (Owoce, warzywa i podobne produkty),15400000-2 (Oleje i tłuszcze zwierzęce lub roślinne),15500000-3 (Produkty mleczarskie),15600000-4 (Produkty przemiału ziarna, skrobi i produktów skrobiowych),15800000-6 (Różne produkty spożywcze),15811000-6 (Pieczywo)","{'4.5.5.)': 121781.73, '6.2.)': 121781.73, '6.3.)': 121781.73, '6.4.)': 121781.73, '8.2.)': 121781.73}",5
3077,Services,2023/BZP 00014934,True,Usługi pocztowe dla Urzędu Miejskiego w Namysłowie,64110000-0 (Usługi pocztowe),"{'6.2.)': 139459.72, '6.3.)': 139459.72, '6.4.)': 139459.72, '8.2.)': 160000.0}",1
3078,Delivery,2023/BZP 00014940,True,"Dostawa art. spożywczych i mrożonek 
na potrzeby 1WSzKzP SPZOZ w Lublinie Filii w Ełku","15800000-6 (Różne produkty spożywcze),15200000-0 (Ryby przetworzone i konserwowane)","{'4.3.)': 80779.0, '4.5.5.)': 20230.0, '6.2.)': 21235.0, '6.3.)': 21235.0, '6.4.)': 21235.0, '8.2.)': 21235.0}",2
3079,Works,2023/BZP 00014945,True,"Modernizacja drogi gminnej w miejscowości  Obórznia dz. nr 55, 24/58, 25.","45233252-0 (Roboty w zakresie nawierzchni ulic),45111000-8 (Roboty w zakresie burzenia, roboty ziemne),45112000-5 (Roboty w zakresie usuwania gleby)","{'6.2.)': 448973.74, '6.3.)': 475300.43, '6.4.)': 448973.74, '8.2.)': 448973.74}",1
3080,Works,2023/BZP 00014946,True,Bieżące utrzymanie oznakowania pionowego oraz urządzeń uspokojenia ruchu drogowego tj. progów zwalniających i wysepek na drogach gminnych na terenie miasta i gminy Wieliczka w roku 2023 Część 1,34992200-9 (Znaki drogowe),"{'4.3.)': 221531.05, '4.3.1)': 75418.8, '6.2.)': 76456.8, '6.3.)': 76456.8, '6.4.)': 76456.8, '8.2.)': 76456.8}",1
3081,Works,2023/BZP 00014947,True,Remont w budynku przy ul. Icchaka Lejba Pereca 13,45210000-2 (Roboty budowlane w zakresie budynków),{'8.2.)': 115885.27},1
3082,Delivery,2023/BZP 00014949,True,Dostawa artykułów spożywczych do Zakładu Karnego w Strzelinie,"15220000-6 (Ryby mrożone, filety rybne i pozostałe mięso ryb),15100000-9 (Produkty zwierzęce, mięso i produkty mięsne)","{'4.5.5.)': 58734.0, '6.2.)': 57400.0, '6.3.)': 57400.0, '6.4.)': 57400.0, '8.2.)': 57400.0}",2
3083,Services,2023/BZP 00014952,True,Rozbudowa systemu InfoMedica/AMMS poprzez dostawę i wdrożenie systemu informatycznego SSI wraz z integracją z posiadanymi systemami,48000000-8 (Pakiety oprogramowania i systemy informatyczne),{'8.2.)': 200490.0},1
3084,Services,2023/BZP 00014954,True,Świadczenie usług sprzątania w zakresie utrzymania czystości i porządku w budynkach Urzędu Miejskiego w Świętochłowicach,"90910000-9 (Usługi sprzątania),90919000-2 (Usługi sprzątania biur i szkół oraz czyszczenia urządzeń biurowych)","{'6.2.)': 284425.2, '6.3.)': 284425.2, '6.4.)': 284425.2, '8.2.)': 284425.2}",1
3085,Delivery,2023/BZP 00014955,True,Bezgotówkowa dostawa paliw płynnych do pojazdów i urządzeń będących w dyspozycji Gminy Górowo Iławeckie.,"09100000-0 (Paliwa),09134100-8 (Olej napędowy),09132100-4 (Benzyna bezołowiowa)","{'6.2.)': 325967.0, '6.3.)': 327116.0, '6.4.)': 325967.0, '8.2.)': 325967.0}",1
3086,Delivery,2023/BZP 00014957,True,Dostawa i sprzedaż  ciepła do budynków Urzędu Miejskiego w Jaworznie w 2023 roku.,"09300000-2 (Energia elektryczna, cieplna, słoneczna i jądrowa)",{'4.3.)': 303089.43},1
3087,Delivery,2023/BZP 00014961,True,Dostawa 145 fabrycznie nowych laptopów wraz z fabrycznie zainstalowanym przez producenta systemem operacyjnym,30213100-6 (Komputery przenośne),"{'4.3.)': 266304.88, '6.2.)': 311577.45, '6.3.)': 395045.25, '6.4.)': 311577.45, '8.2.)': 311577.45}",1
3088,Delivery,2023/BZP 00014963,True,Zakup benzyny (PB95) oraz oleju napędowego (ON) dla potrzeb pojazdów Małopolskiego Ośrodka Ruchu Drogowego w Tarnowie,"09132100-4 (Benzyna bezołowiowa),09134100-8 (Olej napędowy)","{'4.3.)': 207317.07, '6.2.)': 176335.0, '6.3.)': 179000.0, '6.4.)': 176335.0, '8.2.)': 176335.0}",1
3090,Services,2023/BZP 00014967,True,"świadczenie usług sprzątania i utrzymania w czystości budynków nr 2,3,4,5,6,7,8,13,17 na terenie Instytutu Ochrony Roślin-PIB w Poznaniu przy ul. Władysława Węgorka 20",90910000-9 (Usługi sprzątania),"{'6.2.)': 171216.0, '6.3.)': 281916.0, '6.4.)': 171216.0, '8.2.)': 171216.0}",1
